solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3060 / 0.6940,298.15,1.4531 / 0.0706
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1850 / 0.8150,298.15,1.5631 / 0.0361
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1400 / 0.8600,298.15,1.6076 / 0.0262
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.8980 / 0.1020,303.15,1.1877 / 0.5133
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.7660 / 0.2340,303.15,1.2009 / 0.3725
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6940 / 0.3060,303.15,1.2267 / 0.3480
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6300 / 0.3700,303.15,1.2494 / 0.2785
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.4940 / 0.5060,303.15,1.2882 / 0.1619
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3920 / 0.6080,303.15,1.3662 / 0.1206
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3060 / 0.6940,303.15,1.4135 / 0.0795
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1850 / 0.8150,303.15,1.5135 / 0.0365
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1400 / 0.8600,303.15,1.5665 / 0.0328
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.8980 / 0.1020,308.15,1.1543 / 0.5280
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.7660 / 0.2340,308.15,1.1623 / 0.3728
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6940 / 0.3060,308.15,1.1943 / 0.3348
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6300 / 0.3700,308.15,1.2163 / 0.2792
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.4940 / 0.5060,308.15,1.2552 / 0.1742
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3920 / 0.6080,308.15,1.3261 / 0.1201
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3060 / 0.6940,308.15,1.3758 / 0.0754
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1850 / 0.8150,308.15,1.4643 / 0.0332
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1400 / 0.8600,308.15,1.5224 / 0.0390
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.8980 / 0.1020,313.15,1.1218 / 0.5376
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.7660 / 0.2340,313.15,1.1244 / 0.3695
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6940 / 0.3060,313.15,1.1628 / 0.3206
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6300 / 0.3700,313.15,1.1848 / 0.2778
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.4940 / 0.5060,313.15,1.2243 / 0.1685
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3920 / 0.6080,313.15,1.2862 / 0.1281
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3060 / 0.6940,313.15,1.3367 / 0.0862
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1850 / 0.8150,313.15,1.4143 / 0.0322
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1400 / 0.8600,313.15,1.4769 / 0.0404
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.0031 / 0.9969,371.33,3.0995 / -0.0109
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.0068 / 0.9932,369.62,2.9917 / -0.0114
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.0130 / 0.9870,367.06,2.9373 / -0.0127
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.0218 / 0.9782,365.07,2.7903 / -0.0272
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.0720 / 0.9280,361.72,1.9916 / 0.0214
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.1390 / 0.8610,361.19,1.4017 / 0.0871
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.2750 / 0.7250,360.87,0.7701 / 0.2508
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.3270 / 0.6730,360.77,0.6204 / 0.3155
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.3800 / 0.6200,360.69,0.4949 / 0.3851
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.3960 / 0.6040,360.68,0.4471 / 0.4170
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.5150 / 0.4850,360.77,0.2606 / 0.5706
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.7210 / 0.2790,362.12,0.0770 / 0.8573
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.7660 / 0.2340,362.55,0.0575 / 0.9314
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.8670 / 0.1330,364.84,0.0216 / 1.0818
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.9130 / 0.0870,366.22,0.0164 / 1.1554
kdb_solvent_22 / kdb_solvent_16,N-PROPANOL / WATER,0.9550 / 0.0450,368.02,0.0137 / 1.1813
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.9200 / 0.0800,323.15,0.0253 / 1.1974
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.8610 / 0.1390,323.15,0.0265 / 1.0425
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.8190 / 0.1810,323.15,0.0493 / 0.9595
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.6930 / 0.3070,323.15,0.1289 / 0.7329
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.6340 / 0.3660,323.15,0.1763 / 0.6338
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.5400 / 0.4600,323.15,0.2692 / 0.4877
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.3940 / 0.6060,323.15,0.4724 / 0.3001
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.3410 / 0.6590,323.15,0.5866 / 0.2357
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.2830 / 0.7170,323.15,0.7131 / 0.1841
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.2530 / 0.7470,323.15,0.7725 / 0.1574
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.1930 / 0.8070,323.15,0.9657 / 0.1017
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.1360 / 0.8640,323.15,1.1761 / 0.0624
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.1020 / 0.8980,323.15,1.3398 / 0.0367
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0380 / 0.9620,323.15,1.7332 / 0.0066
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0220 / 0.9780,323.15,1.8475 / 0.0063
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.9320 / 0.0680,333.15,0.0289 / 1.1390
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.8810 / 0.1190,333.15,0.0273 / 1.0250
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.8450 / 0.1550,333.15,0.0531 / 0.9670
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.7880 / 0.2120,333.15,0.0785 / 0.8573
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.6930 / 0.3070,333.15,0.1225 / 0.6876
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.6210 / 0.3790,333.15,0.1842 / 0.5695
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.4980 / 0.5020,333.15,0.3203 / 0.4001
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.3910 / 0.6090,333.15,0.4694 / 0.2749
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.3530 / 0.6470,333.15,0.5384 / 0.2377
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.2690 / 0.7310,333.15,0.7232 / 0.1584
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.1430 / 0.8570,333.15,1.1052 / 0.0659
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0810 / 0.9190,333.15,1.3723 / 0.0184
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0340 / 0.9660,333.15,1.6264 / -0.0044
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.8600 / 0.1400,343.15,0.0381 / 0.9122
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.7510 / 0.2490,343.15,0.0818 / 0.7276
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.6470 / 0.3530,343.15,0.1533 / 0.5625
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.5590 / 0.4410,343.15,0.2274 / 0.4443
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.4650 / 0.5350,343.15,0.3335 / 0.3317
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.3820 / 0.6180,343.15,0.4571 / 0.2436
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.2910 / 0.7090,343.15,0.6285 / 0.1603
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.1640 / 0.8360,343.15,0.9613 / 0.0655
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0950 / 0.9050,343.15,1.2203 / 0.0237
kdb_solvent_38 / kdb_solvent_18,ISOPROPANOL / BENZENE,0.0530 / 0.9470,343.15,1.3486 / 0.0114
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.8740 / 0.1260,333.15,0.0303 / 1.2533
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.8150 / 0.1850,333.15,0.0485 / 1.0991
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.7540 / 0.2460,333.15,0.1028 / 0.9628
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.7000 / 0.3000,333.15,0.1550 / 0.8465
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.5690 / 0.4310,333.15,0.3018 / 0.6146
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.3810 / 0.6190,333.15,0.5906 / 0.3547
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.2790 / 0.7210,333.15,0.8425 / 0.2297
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.1490 / 0.8510,333.15,1.3231 / 0.1041
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.1010 / 0.8990,333.15,1.5915 / 0.0547
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.0400 / 0.9600,333.15,2.1005 / 0.0149
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.9110 / 0.0890,323.15,0.0212 / 1.4053
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.8740 / 0.1260,323.15,0.0325 / 1.2730
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.7330 / 0.2670,323.15,0.1388 / 0.9510
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.5490 / 0.4510,323.15,0.3177 / 0.5984
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.3660 / 0.6340,323.15,0.6576 / 0.3270
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.2520 / 0.7480,323.15,0.9392 / 0.2014
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.1670 / 0.8330,323.15,1.2496 / 0.1308
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.0710 / 0.9290,323.15,1.8815 / 0.0470
kdb_solvent_38 / kdb_solvent_50,ISOPROPANOL / CYCLOHEXANE,0.0540 / 0.9460,323.15,2.0575 / 0.0390
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.0430 / 0.9570,323.15,2.1121 / 0.0138
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.1050 / 0.8950,323.15,1.6176 / 0.0230
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.2160 / 0.7840,323.15,1.0726 / 0.1536
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.3170 / 0.6830,323.15,0.7512 / 0.2415
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.4320 / 0.5680,323.15,0.5175 / 0.4058
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.5410 / 0.4590,323.15,0.3400 / 0.5699
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.6150 / 0.3850,323.15,0.2522 / 0.6969
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.6800 / 0.3200,323.15,0.1885 / 0.8325
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.7830 / 0.2170,323.15,0.0942 / 1.0783
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.8790 / 0.1210,323.15,0.0211 / 1.3254
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.9370 / 0.0630,323.15,0.0022 / 1.6288
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.0420 / 0.9580,333.15,2.1550 / 0.0288
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.1040 / 0.8960,333.15,1.5909 / 0.0373
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.2250 / 0.7750,333.15,1.0001 / 0.1339
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.3630 / 0.6370,333.15,0.6453 / 0.3094
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.4950 / 0.5050,333.15,0.4015 / 0.4829
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.5480 / 0.4520,333.15,0.3285 / 0.5613
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.5760 / 0.4240,333.15,0.2963 / 0.6141
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.6510 / 0.3490,333.15,0.1970 / 0.7533
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.7660 / 0.2340,333.15,0.1129 / 0.9998
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.8650 / 0.1350,333.15,0.0382 / 1.3028
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.9360 / 0.0640,333.15,0.0216 / 1.5346
kdb_solvent_38 / kdb_solvent_2,ISOPROPANOL / METHYLCYCLOHEXANE,0.9620 / 0.0380,333.15,0.0151 / 1.6007
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.1100 / 0.8900,363.15,0.9234 / 0.0669
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.2020 / 0.7980,363.15,0.7148 / 0.0859
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.3100 / 0.6900,363.15,0.4860 / 0.1226
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.3540 / 0.6460,363.15,0.4638 / 0.1168
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.4780 / 0.5220,363.15,0.2985 / 0.2006
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.5650 / 0.4350,363.15,0.2010 / 0.3029
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.6380 / 0.3620,363.15,0.1252 / 0.3875
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.6740 / 0.3260,363.15,0.1204 / 0.3930
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.7920 / 0.2080,363.15,0.0472 / 0.6046
kdb_solvent_19 / kdb_solvent_189,N-HEPTANE / METHYL N-PROPYL KETONE,0.9230 / 0.0770,363.15,0.0280 / 1.0208
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.3670 / 0.6330,377.95,0.0817 / 0.2264
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.4790 / 0.5210,379.25,0.0066 / 0.3692
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.5340 / 0.4660,381.25,0.1767 / 0.3994
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.6480 / 0.3520,385.05,0.1401 / 0.5352
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.7050 / 0.2950,388.85,0.2264 / 0.5651
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.7800 / 0.2200,395.25,0.2860 / 0.6156
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.8370 / 0.1630,402.65,0.3383 / 0.6338
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.8900 / 0.1100,412.05,0.4008 / 0.6543
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.9140 / 0.0860,418.35,0.4637 / 0.6224
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.9530 / 0.0470,432.35,0.4748 / 0.5519
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.9630 / 0.0370,438.95,0.4315 / 0.4489
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.9880 / 0.0120,455.45,0.2869 / 0.4233
kdb_solvent_185 / kdb_solvent_23,ACETOPHENONE / SEC-BUTANOL,0.9900 / 0.0100,464.65,0.1354 / -0.0843
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.0420 / 0.9580,353.46,-0.0307 / 0.0024
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.0970 / 0.9030,353.38,-0.0355 / 0.0073
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.1300 / 0.8700,353.38,-0.0354 / 0.0085
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.1490 / 0.8510,353.46,-0.0338 / 0.0061
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.1610 / 0.8390,353.4,-0.0235 / 0.0069
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.1710 / 0.8290,353.42,-0.0230 / 0.0063
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.2190 / 0.7810,353.46,-0.0020 / 0.0001
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.2250 / 0.7750,353.35,-0.0076 / 0.0062
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.2790 / 0.7210,353.33,0.0081 / 0.0014
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.2930 / 0.7070,353.45,0.0207 / -0.0097
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.3750 / 0.6250,353.33,0.0159 / -0.0057
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.4230 / 0.5770,353.18,0.0231 / -0.0053
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.4610 / 0.5390,353.18,0.0278 / -0.0121
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.5030 / 0.4970,353.02,0.0325 / -0.0109
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.5420 / 0.4580,352.89,0.0311 / -0.0045
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.6280 / 0.3720,352.8,0.0327 / -0.0101
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.6780 / 0.3220,352.62,0.0252 / 0.0161
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.7170 / 0.2830,352.6,0.0269 / 0.0114
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.7420 / 0.2580,352.51,0.0281 / 0.0165
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.7660 / 0.2340,352.49,0.0221 / 0.0370
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.8060 / 0.1940,352.47,0.0228 / 0.0386
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.8370 / 0.1630,352.49,0.0186 / 0.0570
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.8700 / 0.1300,352.5,0.0185 / 0.0628
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.8850 / 0.1150,352.5,0.0174 / 0.0750
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.9060 / 0.0940,352.54,0.0152 / 0.0930
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.9250 / 0.0750,352.54,0.0142 / 0.1204
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.9560 / 0.0440,352.69,0.0151 / 0.0707
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.9840 / 0.0160,352.8,0.0118 / 0.1405
kdb_solvent_18 / kdb_solvent_169,BENZENE / HEXAFLUOROBENZENE,0.9870 / 0.0130,353,0.0056 / 0.1593
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.0230 / 0.9770,381.66,0.0600 / 0.0231
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.0480 / 0.9520,380.65,0.0084 / 0.0215
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.0620 / 0.9380,379.69,-0.0058 / 0.0347
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.0910 / 0.9090,378.36,0.0066 / 0.0358
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.1040 / 0.8960,377.86,-0.0001 / 0.0361
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.1500 / 0.8500,376.36,-0.0500 / 0.0427
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.1800 / 0.8200,375.38,-0.0574 / 0.0431
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.2190 / 0.7810,373.66,-0.0371 / 0.0501
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.2460 / 0.7540,373.13,-0.0735 / 0.0580
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.2960 / 0.7040,371.4,-0.0488 / 0.0484
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.3080 / 0.6920,370.89,-0.0296 / 0.0376
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.3660 / 0.6340,369.45,-0.0577 / 0.0512
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.3800 / 0.6200,368.81,-0.0434 / 0.0491
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.3980 / 0.6020,368.32,-0.0366 / 0.0373
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.4480 / 0.5520,366.42,-0.0242 / 0.0572
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.5020 / 0.4980,365.63,-0.0406 / 0.0302
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.5760 / 0.4240,363.82,-0.0419 / 0.0244
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.6460 / 0.3540,361.96,-0.0354 / 0.0240
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.7320 / 0.2680,359.64,-0.0236 / 0.0304
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.8070 / 0.1930,357.64,-0.0094 / 0.0201
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.8800 / 0.1200,355.84,-0.0004 / 0.0300
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.9300 / 0.0700,354.61,0.0065 / 0.0610
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.9680 / 0.0320,353.73,0.0101 / 0.1809
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.9850 / 0.0150,353.46,0.0074 / 0.4371
kdb_solvent_169 / kdb_solvent_3,HEXAFLUOROBENZENE / TOLUENE,0.9900 / 0.0100,353.73,-0.0053 / 0.7154
