solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_878 / solvent_60,1 / 0,298.15,0 / 1.11,aci
solvent_878 / solvent_50,1 / 0,298.15,0 / 0.71,aci
solvent_878 / solvent_19,1 / 0,298.15,0 / 1.28,aci
solvent_878 / solvent_2,1 / 0,298.15,0 / 0.85,aci
solvent_878 / solvent_44,1 / 0,298.15,0 / 1.45,aci
solvent_878 / solvent_126,1 / 0,298.15,0 / 1,aci
solvent_878 / solvent_18,1 / 0,298.15,0 / -0.15,aci
solvent_878 / solvent_3,1 / 0,298.15,0 / -0.03,aci
solvent_878 / solvent_41,1 / 0,298.15,0 / 0.06,aci
solvent_878 / solvent_124,1 / 0,298.15,0 / 0.62,aci
solvent_878 / solvent_102,1 / 0,298.15,0 / 0.74,aci
solvent_878 / solvent_309,1 / 0,298.15,0 / 0.86,aci
solvent_878 / solvent_46,1 / 0,298.15,0 / 0.95,aci
solvent_794 / solvent_5,1 / 0,298.15,0 / 0.18,aci
solvent_794 / solvent_60,1 / 0,298.15,0 / 0.23,aci
solvent_794 / solvent_50,1 / 0,298.15,0 / -0.05,aci
solvent_794 / solvent_19,1 / 0,298.15,0 / 0.29,aci
solvent_794 / solvent_2,1 / 0,298.15,0 / 0.08,aci
solvent_794 / solvent_44,1 / 0,298.15,0 / 0.33,aci
solvent_794 / solvent_126,1 / 0,298.15,0 / 0.2,aci
solvent_794 / solvent_18,1 / 0,298.15,0 / -0.54,aci
solvent_794 / solvent_3,1 / 0,298.15,0 / -0.45,aci
solvent_794 / solvent_41,1 / 0,298.15,0 / -0.34,aci
solvent_794 / solvent_124,1 / 0,298.15,0 / 0.07,aci
solvent_794 / solvent_102,1 / 0,298.15,0 / 0.12,aci
solvent_794 / solvent_309,1 / 0,298.15,0 / 0.16,aci
solvent_794 / solvent_46,1 / 0,298.15,0 / 0.2,aci
solvent_47 / solvent_5,1 / 0,298.15,0 / -0.02,aci
solvent_47 / solvent_60,1 / 0,298.15,0 / 0.04,aci
solvent_47 / solvent_50,1 / 0,298.15,0 / 0.15,aci
solvent_47 / solvent_190,1 / 0,298.15,0 / 0.05,aci
solvent_47 / solvent_19,1 / 0,298.15,0 / 0.16,aci
solvent_47 / solvent_44,1 / 0,298.15,0 / 0.28,aci
solvent_47 / solvent_844,1 / 0,298.15,0 / 0.22,aci
solvent_47 / solvent_126,1 / 0,298.15,0 / 0.36,aci
solvent_47 / solvent_123,1 / 0,298.15,0 / 0.49,aci
solvent_47 / solvent_822,1 / 0,298.15,0 / 0.18,aci
solvent_47 / solvent_3,1 / 0,298.15,0 / 0.22,aci
solvent_47 / solvent_1,1 / 0,298.15,0 / 1.54,aci
solvent_47 / solvent_112,1 / 0,298.15,0 / 0.77,aci
solvent_47 / solvent_12,1 / 0,298.15,0 / 0.73,aci
solvent_53 / solvent_50,1 / 0,298.15,0 / 1.06,aci
solvent_520 / solvent_50,1 / 0,298.15,0 / 2.13,aci
solvent_520 / solvent_18,1 / 0,298.15,0 / 0.41,aci
solvent_325 / solvent_5,1 / 0,298.15,0 / 0.86,aci
solvent_325 / solvent_60,1 / 0,298.15,0 / 0.83,aci
solvent_325 / solvent_50,1 / 0,298.15,0 / 0.65,aci
solvent_325 / solvent_190,1 / 0,298.15,0 / 0.87,aci
solvent_325 / solvent_19,1 / 0,298.15,0 / 0.92,aci
solvent_325 / solvent_128,1 / 0,298.15,0 / 0.98,aci
solvent_325 / solvent_44,1 / 0,298.15,0 / 0.75,aci
solvent_325 / solvent_844,1 / 0,298.15,0 / 0.88,aci
solvent_325 / solvent_900,1 / 0,298.15,0 / 0.92,aci
solvent_325 / solvent_126,1 / 0,298.15,0 / 0.54,aci
solvent_325 / solvent_123,1 / 0,298.15,0 / 0.72,aci
solvent_325 / solvent_822,1 / 0,298.15,0 / 0.85,aci
solvent_325 / solvent_3,1 / 0,298.15,0 / 0.53,aci
solvent_830 / solvent_50,1 / 0,298.15,0 / 1.2,aci
solvent_830 / solvent_19,1 / 0,298.15,0 / 1.1,aci
solvent_55 / solvent_5,1 / 0,298.15,0 / 3.81,aci
solvent_55 / solvent_60,1 / 0,298.15,0 / 4.34,aci
solvent_55 / solvent_50,1 / 0,298.15,0 / 3.63,aci
solvent_55 / solvent_19,1 / 0,298.15,0 / 4.78,aci
solvent_55 / solvent_818,1 / 0,298.15,0 / 4.16,aci
solvent_55 / solvent_44,1 / 0,298.15,0 / 5.13,aci
solvent_55 / solvent_227,1 / 0,298.15,0 / 4.34,aci
solvent_55 / solvent_123,1 / 0,298.15,0 / 5.58,aci
solvent_55 / solvent_18,1 / 0,298.15,0 / 1.2,aci
solvent_55 / solvent_365,1 / 0,298.15,0 / 3,aci
solvent_55 / solvent_93,1 / 0,298.15,0 / 2.16,aci
solvent_55 / solvent_102,1 / 0,298.15,0 / 3.74,aci
solvent_55 / solvent_309,1 / 0,298.15,0 / 4.2,aci
solvent_55 / solvent_46,1 / 0,298.15,0 / 4.49,aci
solvent_55 / solvent_824,1 / 0,298.15,0 / 1.79,aci
solvent_55 / solvent_141,1 / 0,298.15,0 / 2.23,aci
solvent_55 / solvent_903,1 / 0,298.15,0 / 2.54,aci
solvent_55 / solvent_190,1 / 0,298.15,0 / 4.11,aci
solvent_55 / solvent_128,1 / 0,298.15,0 / 4.57,aci
solvent_55 / solvent_2,1 / 0,298.15,0 / 3.99,aci
solvent_55 / solvent_844,1 / 0,298.15,0 / 4.75,aci
solvent_55 / solvent_900,1 / 0,298.15,0 / 5.03,aci
solvent_55 / solvent_126,1 / 0,298.15,0 / 4.4,aci
solvent_55 / solvent_822,1 / 0,298.15,0 / 4.96,aci
solvent_55 / solvent_1,1 / 0,298.15,0 / -0.63,aci
solvent_55 / solvent_633,1 / 0,298.15,0 / 0.57,aci
solvent_55 / solvent_66,1 / 0,298.15,0 / 1.39,aci
solvent_55 / solvent_9,1 / 0,298.15,0 / 1.2,aci
solvent_55 / solvent_112,1 / 0,298.15,0 / 0.49,aci
solvent_55 / solvent_8,1 / 0,298.15,0 / 2.48,aci
solvent_55 / solvent_32,1 / 0,298.15,0 / 0.71,aci
solvent_55 / solvent_12,1 / 0,298.15,0 / 0.83,aci
solvent_55 / solvent_87,1 / 0,298.15,0 / -0.58,aci
solvent_55 / solvent_57,1 / 0,298.15,0 / -0.78,aci
solvent_489 / solvent_60,1 / 0,298.15,0 / 0.07,aci
solvent_489 / solvent_50,1 / 0,298.15,0 / 0.09,aci
solvent_489 / solvent_44,1 / 0,298.15,0 / 0.08,aci
solvent_489 / solvent_805,1 / 0,298.15,0 / 0.06,aci
solvent_184 / solvent_50,1 / 0,298.15,0 / 0.26,aci
solvent_526 / solvent_136,1 / 0,298.15,0 / 1.46,aci
solvent_526 / solvent_50,1 / 0,298.15,0 / 1.72,aci
solvent_526 / solvent_234,1 / 0,298.15,0 / 1.72,aci
solvent_526 / solvent_19,1 / 0,298.15,0 / 2.27,aci
solvent_526 / solvent_2,1 / 0,298.15,0 / 1.89,aci
solvent_526 / solvent_49,1 / 0,298.15,0 / 2.39,aci
solvent_121 / solvent_19,1 / 0,298.15,0 / 0.21,aci
solvent_864 / solvent_19,1 / 0,298.15,0 / 0.46,aci
solvent_908 / solvent_50,1 / 0,298.15,0 / 0.37,aci
solvent_908 / solvent_19,1 / 0,298.15,0 / 0.38,aci
solvent_1 / solvent_66,1 / 0,298.15,0 / 1.28,aci
solvent_1 / solvent_112,1 / 0,298.15,0 / 1.13,aci
solvent_1 / solvent_32,1 / 0,298.15,0 / 0.85,aci
solvent_1 / solvent_12,1 / 0,298.15,0 / 0.9,aci
solvent_1 / solvent_87,1 / 0,298.15,0 / 0.92,aci
solvent_1 / solvent_57,1 / 0,298.15,0 / 0.54,aci
solvent_1 / solvent_4,1 / 0,298.15,0 / 1.64,aci
solvent_1 / solvent_544,1 / 0,298.15,0 / 1.41,aci
solvent_1 / solvent_553,1 / 0,298.15,0 / 1.79,aci
solvent_1 / solvent_7,1 / 0,298.15,0 / 0.23,aci
solvent_871 / solvent_5,1 / 0,298.15,0 / 0.9,aci
solvent_871 / solvent_60,1 / 0,298.15,0 / 0.98,aci
solvent_871 / solvent_50,1 / 0,298.15,0 / 0.75,aci
solvent_871 / solvent_190,1 / 0,298.15,0 / 1.03,aci
solvent_871 / solvent_19,1 / 0,298.15,0 / 1.08,aci
solvent_871 / solvent_128,1 / 0,298.15,0 / 1.17,aci
solvent_871 / solvent_44,1 / 0,298.15,0 / 1.18,aci
solvent_871 / solvent_844,1 / 0,298.15,0 / 1.14,aci
solvent_871 / solvent_126,1 / 0,298.15,0 / 0.96,aci
solvent_871 / solvent_123,1 / 0,298.15,0 / 1.36,aci
solvent_871 / solvent_822,1 / 0,298.15,0 / 1.21,aci
solvent_871 / solvent_3,1 / 0,298.15,0 / 0.02,aci
solvent_871 / solvent_1,1 / 0,298.15,0 / 2.29,aci
solvent_871 / solvent_112,1 / 0,298.15,0 / 0.1,aci
solvent_871 / solvent_12,1 / 0,298.15,0 / 0.17,aci
solvent_66 / solvent_5,1 / 0,298.15,0 / 1.11,aci
solvent_66 / solvent_60,1 / 0,298.15,0 / 1.28,aci
solvent_66 / solvent_50,1 / 0,298.15,0 / 1.19,aci
solvent_66 / solvent_190,1 / 0,298.15,0 / 1.24,aci
solvent_66 / solvent_19,1 / 0,298.15,0 / 1.37,aci
solvent_66 / solvent_128,1 / 0,298.15,0 / 1.34,aci
solvent_66 / solvent_44,1 / 0,298.15,0 / 1.56,aci
solvent_66 / solvent_844,1 / 0,298.15,0 / 1.4,aci
solvent_66 / solvent_900,1 / 0,298.15,0 / 1.47,aci
solvent_66 / solvent_126,1 / 0,298.15,0 / 2.99,aci
solvent_66 / solvent_123,1 / 0,298.15,0 / 1.7,aci
solvent_66 / solvent_822,1 / 0,298.15,0 / 1.37,aci
solvent_66 / solvent_3,1 / 0,298.15,0 / 0.29,aci
solvent_66 / solvent_124,1 / 0,298.15,0 / 0.71,aci
solvent_66 / solvent_394,1 / 0,298.15,0 / 0.71,aci
solvent_66 / solvent_93,1 / 0,298.15,0 / 0.28,aci
solvent_66 / solvent_309,1 / 0,298.15,0 / 1.23,aci
solvent_66 / solvent_1,1 / 0,298.15,0 / 1.22,aci
solvent_66 / solvent_9,1 / 0,298.15,0 / 0.13,aci
solvent_66 / solvent_112,1 / 0,298.15,0 / 0.08,aci
solvent_66 / solvent_32,1 / 0,298.15,0 / 0.12,aci
solvent_66 / solvent_12,1 / 0,298.15,0 / 0.14,aci
solvent_66 / solvent_723,1 / 0,298.15,0 / 0.1,aci
solvent_66 / solvent_99,1 / 0,298.15,0 / 0.19,aci
solvent_66 / solvent_87,1 / 0,298.15,0 / -0.69,aci
solvent_66 / solvent_57,1 / 0,298.15,0 / -0.92,aci
solvent_66 / solvent_4,1 / 0,298.15,0 / 0.26,aci
solvent_66 / solvent_544,1 / 0,298.15,0 / 0.04,aci
solvent_66 / solvent_111,1 / 0,298.15,0 / 0.39,aci
solvent_66 / solvent_553,1 / 0,298.15,0 / 0.43,aci
solvent_66 / solvent_7,1 / 0,298.15,0 / 0.74,aci
solvent_66 / solvent_20,1 / 0,298.15,0 / 0.96,aci
solvent_544 / solvent_5,1 / 0,298.15,0 / 0.59,aci
solvent_544 / solvent_50,1 / 0,298.15,0 / 0.56,aci
solvent_544 / solvent_19,1 / 0,298.15,0 / 0.66,aci
solvent_544 / solvent_44,1 / 0,298.15,0 / 0.77,aci
solvent_544 / solvent_844,1 / 0,298.15,0 / 0.66,aci
solvent_544 / solvent_123,1 / 0,298.15,0 / 0.89,aci
solvent_544 / solvent_822,1 / 0,298.15,0 / 0.62,aci
solvent_544 / solvent_3,1 / 0,298.15,0 / 0.07,aci
solvent_544 / solvent_112,1 / 0,298.15,0 / 0.28,aci
solvent_544 / solvent_12,1 / 0,298.15,0 / 0.03,aci
solvent_226 / solvent_50,1 / 0,298.15,0 / 0.36,aci
solvent_235 / solvent_5,1 / 0,298.15,0 / 0.55,aci
solvent_235 / solvent_60,1 / 0,298.15,0 / 0.68,aci
solvent_235 / solvent_50,1 / 0,298.15,0 / 0.62,aci
solvent_235 / solvent_190,1 / 0,298.15,0 / 0.66,aci
solvent_235 / solvent_19,1 / 0,298.15,0 / 0.69,aci
solvent_235 / solvent_128,1 / 0,298.15,0 / 0.73,aci
solvent_235 / solvent_44,1 / 0,298.15,0 / 0.88,aci
solvent_235 / solvent_844,1 / 0,298.15,0 / 0.77,aci
solvent_235 / solvent_900,1 / 0,298.15,0 / 0.81,aci
solvent_235 / solvent_126,1 / 0,298.15,0 / 0.79,aci
solvent_235 / solvent_123,1 / 0,298.15,0 / 0.98,aci
solvent_41 / solvent_19,1 / 0,298.15,0 / 0.51,aci
solvent_563 / solvent_60,1 / 0,298.15,0 / 4.5,aci
solvent_563 / solvent_18,1 / 0,298.15,0 / 1.02,aci
solvent_26 / solvent_60,1 / 0,298.15,0 / 6.11,aci
solvent_26 / solvent_18,1 / 0,298.15,0 / 3.48,aci
solvent_26 / solvent_5,1 / 0,298.15,0 / 5.52,aci
solvent_26 / solvent_50,1 / 0,298.15,0 / 5.58,aci
solvent_26 / solvent_19,1 / 0,298.15,0 / 6.88,aci
solvent_26 / solvent_44,1 / 0,298.15,0 / 7.48,aci
solvent_26 / solvent_123,1 / 0,298.15,0 / 7.72,aci
solvent_26 / solvent_3,1 / 0,298.15,0 / 4.16,aci
solvent_26 / solvent_2,1 / 0,298.15,0 / 6.3,aci
solvent_26 / solvent_49,1 / 0,298.15,0 / 7.05,aci
solvent_26 / solvent_126,1 / 0,298.15,0 / 6.65,aci
solvent_26 / solvent_24,1 / 0,298.15,0 / 4.82,aci
solvent_26 / solvent_25,1 / 0,298.15,0 / 4.81,aci
solvent_26 / solvent_191,1 / 0,298.15,0 / 4.67,aci
solvent_26 / solvent_41,1 / 0,298.15,0 / 4.72,aci
solvent_26 / solvent_233,1 / 0,298.15,0 / 5.31,aci
solvent_26 / solvent_146,1 / 0,298.15,0 / 5.21,aci
solvent_26 / solvent_102,1 / 0,298.15,0 / 5.67,aci
solvent_26 / solvent_875,1 / 0,298.15,0 / 5.59,aci
solvent_26 / solvent_176,1 / 0,298.15,0 / 4.85,aci
solvent_26 / solvent_309,1 / 0,298.15,0 / 6.23,aci
solvent_26 / solvent_46,1 / 0,298.15,0 / 6.82,aci
solvent_26 / solvent_904,1 / 0,298.15,0 / 6.51,aci
solvent_54 / solvent_60,1 / 0,298.15,0 / 4.38,aci
solvent_54 / solvent_18,1 / 0,298.15,0 / 1.86,aci
solvent_889 / solvent_60,1 / 0,298.15,0 / 0.16,aci
solvent_889 / solvent_50,1 / 0,298.15,0 / 0.18,aci
solvent_889 / solvent_19,1 / 0,298.15,0 / 0.19,aci
solvent_109 / solvent_5,1 / 0,298.15,0 / 0.65,aci
solvent_109 / solvent_60,1 / 0,298.15,0 / 0.7,aci
solvent_109 / solvent_50,1 / 0,298.15,0 / 0.65,aci
solvent_109 / solvent_190,1 / 0,298.15,0 / 0.72,aci
solvent_109 / solvent_19,1 / 0,298.15,0 / 0.77,aci
solvent_109 / solvent_128,1 / 0,298.15,0 / 0.77,aci
solvent_109 / solvent_44,1 / 0,298.15,0 / 0.87,aci
solvent_109 / solvent_126,1 / 0,298.15,0 / 0.82,aci
solvent_109 / solvent_123,1 / 0,298.15,0 / 1.01,aci
solvent_203 / solvent_5,1 / 0,298.15,0 / 3.04,aci
solvent_203 / solvent_136,1 / 0,298.15,0 / 2.49,aci
solvent_203 / solvent_60,1 / 0,298.15,0 / 3.29,aci
solvent_203 / solvent_50,1 / 0,298.15,0 / 2.7,aci
solvent_203 / solvent_19,1 / 0,298.15,0 / 3.48,aci
solvent_203 / solvent_18,1 / 0,298.15,0 / 0.93,aci
solvent_203 / solvent_3,1 / 0,298.15,0 / 1.28,aci
solvent_203 / solvent_191,1 / 0,298.15,0 / 1.37,aci
solvent_203 / solvent_41,1 / 0,298.15,0 / 1.54,aci
solvent_203 / solvent_818,1 / 0,298.15,0 / 2.74,aci
solvent_203 / solvent_102,1 / 0,298.15,0 / 2.71,aci
solvent_203 / solvent_309,1 / 0,298.15,0 / 2.88,aci
solvent_203 / solvent_824,1 / 0,298.15,0 / 1.4,aci
solvent_203 / solvent_141,1 / 0,298.15,0 / 1.63,aci
solvent_589 / solvent_5,1 / 0,298.15,0 / 3.21,aci
solvent_589 / solvent_136,1 / 0,298.15,0 / 2.48,aci
solvent_589 / solvent_60,1 / 0,298.15,0 / 3.43,aci
solvent_589 / solvent_50,1 / 0,298.15,0 / 2.73,aci
solvent_589 / solvent_19,1 / 0,298.15,0 / 3.62,aci
solvent_589 / solvent_818,1 / 0,298.15,0 / 2.87,aci
solvent_589 / solvent_18,1 / 0,298.15,0 / 1.15,aci
solvent_589 / solvent_102,1 / 0,298.15,0 / 2.81,aci
solvent_589 / solvent_309,1 / 0,298.15,0 / 3.01,aci
solvent_589 / solvent_824,1 / 0,298.15,0 / 1.8,aci
solvent_589 / solvent_141,1 / 0,298.15,0 / 1.91,aci
solvent_590 / solvent_5,1 / 0,298.15,0 / 3.14,aci
solvent_590 / solvent_60,1 / 0,298.15,0 / 3.56,aci
solvent_590 / solvent_50,1 / 0,298.15,0 / 3.04,aci
solvent_590 / solvent_190,1 / 0,298.15,0 / 3.47,aci
solvent_590 / solvent_19,1 / 0,298.15,0 / 3.94,aci
solvent_590 / solvent_128,1 / 0,298.15,0 / 3.82,aci
solvent_590 / solvent_44,1 / 0,298.15,0 / 4.33,aci
solvent_590 / solvent_844,1 / 0,298.15,0 / 3.97,aci
solvent_590 / solvent_900,1 / 0,298.15,0 / 4.2,aci
solvent_590 / solvent_126,1 / 0,298.15,0 / 3.74,aci
solvent_590 / solvent_123,1 / 0,298.15,0 / 4.67,aci
solvent_890 / solvent_136,1 / 0,298.15,0 / 2.72,aci
solvent_890 / solvent_60,1 / 0,298.15,0 / 3.61,aci
solvent_890 / solvent_50,1 / 0,298.15,0 / 3.08,aci
solvent_890 / solvent_234,1 / 0,298.15,0 / 3.1,aci
solvent_890 / solvent_19,1 / 0,298.15,0 / 3.82,aci
solvent_890 / solvent_2,1 / 0,298.15,0 / 3.35,aci
solvent_890 / solvent_49,1 / 0,298.15,0 / 3.9,aci
solvent_890 / solvent_18,1 / 0,298.15,0 / 0.99,aci
solvent_890 / solvent_3,1 / 0,298.15,0 / 1.39,aci
solvent_901 / solvent_60,1 / 0,298.15,0 / 1.1,aci
solvent_901 / solvent_50,1 / 0,298.15,0 / 0.95,aci
solvent_901 / solvent_18,1 / 0,298.15,0 / -0.11,aci
solvent_901 / solvent_365,1 / 0,298.15,0 / 0.63,aci
solvent_901 / solvent_93,1 / 0,298.15,0 / 0.26,aci
solvent_912 / solvent_19,1 / 0,298.15,0 / 0.89,aci
solvent_884 / solvent_19,1 / 0,298.15,0 / 0.56,aci
solvent_809 / solvent_5,1 / 0,298.15,0 / 1.46,aci
solvent_809 / solvent_60,1 / 0,298.15,0 / 3.18,aci
solvent_809 / solvent_50,1 / 0,298.15,0 / 3.22,aci
solvent_809 / solvent_190,1 / 0,298.15,0 / 2.89,aci
solvent_809 / solvent_19,1 / 0,298.15,0 / 3.67,aci
solvent_809 / solvent_128,1 / 0,298.15,0 / 3.21,aci
solvent_809 / solvent_44,1 / 0,298.15,0 / 4.17,aci
solvent_809 / solvent_844,1 / 0,298.15,0 / 3.63,aci
solvent_809 / solvent_900,1 / 0,298.15,0 / 3.72,aci
solvent_809 / solvent_126,1 / 0,298.15,0 / 4.04,aci
solvent_809 / solvent_123,1 / 0,298.15,0 / 4.64,aci
solvent_169 / solvent_902,1 / 0,298.15,0 / 2.05,aci
solvent_595 / solvent_5,1 / 0,298.15,0 / 1.36,aci
solvent_595 / solvent_251,1 / 0,298.15,0 / 1.7,aci
solvent_595 / solvent_60,1 / 0,298.15,0 / 1.58,aci
solvent_595 / solvent_50,1 / 0,298.15,0 / 1.18,aci
solvent_595 / solvent_190,1 / 0,298.15,0 / 1.35,aci
solvent_595 / solvent_19,1 / 0,298.15,0 / 1.55,aci
solvent_595 / solvent_128,1 / 0,298.15,0 / 1.52,aci
solvent_595 / solvent_44,1 / 0,298.15,0 / 1.72,aci
solvent_595 / solvent_844,1 / 0,298.15,0 / 1.56,aci
solvent_595 / solvent_900,1 / 0,298.15,0 / 1.69,aci
solvent_595 / solvent_126,1 / 0,298.15,0 / 1.38,aci
solvent_595 / solvent_123,1 / 0,298.15,0 / 1.89,aci
solvent_595 / solvent_18,1 / 0,298.15,0 / -0.25,aci
solvent_595 / solvent_365,1 / 0,298.15,0 / 1.02,aci
solvent_595 / solvent_93,1 / 0,298.15,0 / 0.38,aci
solvent_851 / solvent_60,1 / 0,298.15,0 / 1.38,aci
solvent_851 / solvent_50,1 / 0,298.15,0 / 1.18,aci
solvent_851 / solvent_18,1 / 0,298.15,0 / 0.04,aci
solvent_851 / solvent_365,1 / 0,298.15,0 / 0.81,aci
solvent_851 / solvent_93,1 / 0,298.15,0 / 0.39,aci
solvent_874 / solvent_50,1 / 0,298.15,0 / 0.67,aci
solvent_874 / solvent_19,1 / 0,298.15,0 / 0.9,aci
solvent_241 / solvent_5,1 / 0,298.15,0 / 0.39,aci
solvent_241 / solvent_60,1 / 0,298.15,0 / 0.52,aci
solvent_241 / solvent_50,1 / 0,298.15,0 / 0.41,aci
solvent_241 / solvent_190,1 / 0,298.15,0 / 0.51,aci
solvent_241 / solvent_19,1 / 0,298.15,0 / 0.6,aci
solvent_241 / solvent_128,1 / 0,298.15,0 / 0.51,aci
solvent_241 / solvent_44,1 / 0,298.15,0 / 0.68,aci
solvent_241 / solvent_844,1 / 0,298.15,0 / 0.58,aci
solvent_241 / solvent_900,1 / 0,298.15,0 / 0.65,aci
solvent_241 / solvent_126,1 / 0,298.15,0 / 0.55,aci
solvent_241 / solvent_123,1 / 0,298.15,0 / 0.77,aci
solvent_120 / solvent_19,1 / 0,298.15,0 / 0.77,aci
solvent_798 / solvent_60,1 / 0,298.15,0 / 4.38,aci
solvent_798 / solvent_18,1 / 0,298.15,0 / 2.05,aci
solvent_811 / solvent_60,1 / 0,298.15,0 / 4.56,aci
solvent_811 / solvent_18,1 / 0,298.15,0 / 1.16,aci
solvent_906 / solvent_5,1 / 0,298.15,0 / 1.1,aci
solvent_906 / solvent_251,1 / 0,298.15,0 / 1.17,aci
solvent_906 / solvent_60,1 / 0,298.15,0 / 1.06,aci
solvent_906 / solvent_50,1 / 0,298.15,0 / 0.78,aci
solvent_906 / solvent_18,1 / 0,298.15,0 / 0.01,aci
solvent_906 / solvent_365,1 / 0,298.15,0 / 0.68,aci
solvent_906 / solvent_93,1 / 0,298.15,0 / 0.44,aci
solvent_256 / solvent_5,1 / 0,298.15,0 / 3.29,aci
solvent_256 / solvent_60,1 / 0,298.15,0 / 3.61,aci
solvent_256 / solvent_50,1 / 0,298.15,0 / 2.6,aci
solvent_256 / solvent_190,1 / 0,298.15,0 / 3.71,aci
solvent_256 / solvent_19,1 / 0,298.15,0 / 3.94,aci
solvent_256 / solvent_128,1 / 0,298.15,0 / 4.14,aci
solvent_256 / solvent_44,1 / 0,298.15,0 / 4.13,aci
solvent_256 / solvent_844,1 / 0,298.15,0 / 4.07,aci
solvent_256 / solvent_126,1 / 0,298.15,0 / 3.3,aci
solvent_256 / solvent_123,1 / 0,298.15,0 / 4.58,aci
solvent_256 / solvent_822,1 / 0,298.15,0 / 4.36,aci
solvent_256 / solvent_3,1 / 0,298.15,0 / 1.35,aci
solvent_879 / solvent_19,1 / 0,298.15,0 / 0.83,aci
solvent_172 / solvent_5,1 / 0,298.15,0 / 2.01,aci
solvent_172 / solvent_60,1 / 0,298.15,0 / 2.15,aci
solvent_172 / solvent_50,1 / 0,298.15,0 / 1.73,aci
solvent_172 / solvent_19,1 / 0,298.15,0 / 2.3,aci
solvent_172 / solvent_44,1 / 0,298.15,0 / 2.47,aci
solvent_172 / solvent_18,1 / 0,298.15,0 / 0.79,aci
solvent_172 / solvent_3,1 / 0,298.15,0 / 0.85,aci
solvent_172 / solvent_365,1 / 0,298.15,0 / 1.49,aci
solvent_172 / solvent_93,1 / 0,298.15,0 / 1.18,aci
solvent_13 / solvent_1,1 / 0,298.15,0 / 0.29,aci
solvent_13 / solvent_22,1 / 0,298.15,0 / 0.67,aci
solvent_13 / solvent_27,1 / 0,298.15,0 / 0.77,aci
solvent_13 / solvent_17,1 / 0,298.15,0 / 1.26,aci
solvent_13 / solvent_73,1 / 0,298.15,0 / 1.33,aci
solvent_13 / solvent_254,1 / 0,298.15,0 / 1.44,aci
solvent_13 / solvent_112,1 / 0,298.15,0 / 1.22,aci
solvent_13 / solvent_32,1 / 0,298.15,0 / 0.64,aci
solvent_13 / solvent_12,1 / 0,298.15,0 / 0.59,aci
solvent_13 / solvent_189,1 / 0,298.15,0 / 0.45,aci
solvent_13 / solvent_630,1 / 0,298.15,0 / 0.55,aci
solvent_13 / solvent_643,1 / 0,298.15,0 / 0.7,aci
solvent_13 / solvent_87,1 / 0,298.15,0 / 0.9,aci
solvent_13 / solvent_57,1 / 0,298.15,0 / 0.85,aci
solvent_13 / solvent_4,1 / 0,298.15,0 / 2.03,aci
solvent_13 / solvent_7,1 / 0,298.15,0 / -0.02,aci
solvent_11 / solvent_5,1 / 0,298.15,0 / 1.53,aci
solvent_11 / solvent_60,1 / 0,298.15,0 / 1.77,aci
solvent_11 / solvent_50,1 / 0,298.15,0 / 1.66,aci
solvent_11 / solvent_190,1 / 0,298.15,0 / 1.71,aci
solvent_11 / solvent_19,1 / 0,298.15,0 / 1.96,aci
solvent_11 / solvent_128,1 / 0,298.15,0 / 1.84,aci
solvent_11 / solvent_44,1 / 0,298.15,0 / 2.14,aci
solvent_11 / solvent_844,1 / 0,298.15,0 / 1.93,aci
solvent_11 / solvent_900,1 / 0,298.15,0 / 2.01,aci
solvent_11 / solvent_126,1 / 0,298.15,0 / 2.01,aci
solvent_11 / solvent_123,1 / 0,298.15,0 / 2.34,aci
solvent_166 / solvent_50,1 / 0,298.15,0 / 0.3,aci
solvent_166 / solvent_802,1 / 0,298.15,0 / 0.01,aci
solvent_2 / solvent_50,1 / 0,298.15,0 / 0.01,aci
solvent_2 / solvent_18,1 / 0,298.15,0 / 0.57,aci
solvent_2 / solvent_3,1 / 0,298.15,0 / 0.45,aci
solvent_234 / solvent_18,1 / 0,298.15,0 / 0.55,aci
solvent_234 / solvent_3,1 / 0,298.15,0 / 0.46,aci
solvent_87 / solvent_50,1 / 0,298.15,0 / 1.08,aci
solvent_87 / solvent_190,1 / 0,298.15,0 / 1.25,aci
solvent_87 / solvent_19,1 / 0,298.15,0 / 1.26,aci
solvent_87 / solvent_128,1 / 0,298.15,0 / 1.28,aci
solvent_87 / solvent_44,1 / 0,298.15,0 / 1.4,aci
solvent_87 / solvent_844,1 / 0,298.15,0 / 1.28,aci
solvent_87 / solvent_900,1 / 0,298.15,0 / 1.33,aci
solvent_87 / solvent_126,1 / 0,298.15,0 / 1.25,aci
solvent_87 / solvent_123,1 / 0,298.15,0 / 1.5,aci
solvent_87 / solvent_822,1 / 0,298.15,0 / 1.36,aci
solvent_654 / solvent_1,1 / 0,298.15,0 / 3.48,aci
solvent_654 / solvent_112,1 / 0,298.15,0 / 0.45,aci
solvent_654 / solvent_12,1 / 0,298.15,0 / 1.36,aci
solvent_370 / solvent_50,1 / 0,298.15,0 / 0.6,aci
solvent_370 / solvent_19,1 / 0,298.15,0 / 0.62,aci
solvent_95 / solvent_824,1 / 0,298.15,0 / -0.15,aci
solvent_142 / solvent_5,1 / 0,298.15,0 / 5.95,aci
solvent_142 / solvent_136,1 / 0,298.15,0 / 4.79,aci
solvent_142 / solvent_60,1 / 0,298.15,0 / 6.31,aci
