solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_25 / solvent_126,1 / 0,298.15,0 / 0.35,aci
solvent_25 / solvent_123,1 / 0,298.15,0 / 0.39,aci
solvent_25 / solvent_18,1 / 0,298.15,0 / 0.03,aci
solvent_25 / solvent_3,1 / 0,298.15,0 / -0.03,aci
solvent_25 / solvent_124,1 / 0,298.15,0 / 0.22,aci
solvent_25 / solvent_394,1 / 0,298.15,0 / 0.17,aci
solvent_25 / solvent_93,1 / 0,298.15,0 / 0.03,aci
solvent_25 / solvent_1,1 / 0,298.15,0 / 2.75,aci
solvent_25 / solvent_66,1 / 0,298.15,0 / 0.28,aci
solvent_25 / solvent_112,1 / 0,298.15,0 / 0.22,aci
solvent_25 / solvent_32,1 / 0,298.15,0 / 0.74,aci
solvent_25 / solvent_12,1 / 0,298.15,0 / 0.35,aci
solvent_25 / solvent_723,1 / 0,298.15,0 / 0.03,aci
solvent_25 / solvent_99,1 / 0,298.15,0 / 0.22,aci
solvent_25 / solvent_87,1 / 0,298.15,0 / -0.16,aci
solvent_25 / solvent_4,1 / 0,298.15,0 / -0.07,aci
solvent_25 / solvent_544,1 / 0,298.15,0 / 0,aci
solvent_25 / solvent_553,1 / 0,298.15,0 / 0.03,aci
solvent_25 / solvent_7,1 / 0,298.15,0 / 0.08,aci
solvent_25 / solvent_20,1 / 0,298.15,0 / 0.07,aci
solvent_117 / solvent_60,1 / 0,298.15,0 / 1.81,aci
solvent_117 / solvent_18,1 / 0,298.15,0 / 0.18,aci
solvent_117 / solvent_5,1 / 0,298.15,0 / 1.7,aci
solvent_117 / solvent_50,1 / 0,298.15,0 / 1.47,aci
solvent_117 / solvent_190,1 / 0,298.15,0 / 1.84,aci
solvent_117 / solvent_19,1 / 0,298.15,0 / 1.94,aci
solvent_117 / solvent_128,1 / 0,298.15,0 / 2.01,aci
solvent_117 / solvent_44,1 / 0,298.15,0 / 2.11,aci
solvent_117 / solvent_844,1 / 0,298.15,0 / 2.01,aci
solvent_117 / solvent_900,1 / 0,298.15,0 / 2.11,aci
solvent_117 / solvent_126,1 / 0,298.15,0 / 1.8,aci
solvent_117 / solvent_123,1 / 0,298.15,0 / 2.22,aci
solvent_117 / solvent_822,1 / 0,298.15,0 / 2.05,aci
solvent_117 / solvent_113,1 / 0,298.15,0 / 2.26,aci
solvent_117 / solvent_244,1 / 0,298.15,0 / 2.32,aci
solvent_117 / solvent_3,1 / 0,298.15,0 / 0.35,aci
solvent_117 / solvent_24,1 / 0,298.15,0 / 0.43,aci
solvent_117 / solvent_25,1 / 0,298.15,0 / 0.44,aci
solvent_117 / solvent_191,1 / 0,298.15,0 / 0.34,aci
solvent_117 / solvent_41,1 / 0,298.15,0 / 0.36,aci
solvent_117 / solvent_124,1 / 0,298.15,0 / 1.36,aci
solvent_117 / solvent_176,1 / 0,298.15,0 / 0.91,aci
solvent_117 / solvent_309,1 / 0,298.15,0 / 1.27,aci
solvent_117 / solvent_141,1 / 0,298.15,0 / 0.44,aci
solvent_117 / solvent_1,1 / 0,298.15,0 / -0.22,aci
solvent_117 / solvent_6,1 / 0,298.15,0 / 0.14,aci
solvent_117 / solvent_434,1 / 0,298.15,0 / 0.11,aci
solvent_117 / solvent_9,1 / 0,298.15,0 / -0.07,aci
solvent_117 / solvent_112,1 / 0,298.15,0 / -0.04,aci
solvent_117 / solvent_32,1 / 0,298.15,0 / 0.17,aci
solvent_117 / solvent_12,1 / 0,298.15,0 / -0.03,aci
solvent_117 / solvent_97,1 / 0,298.15,0 / 0.43,aci
solvent_117 / solvent_823,1 / 0,298.15,0 / -0.07,aci
solvent_117 / solvent_833,1 / 0,298.15,0 / 0.3,aci
solvent_117 / solvent_15,1 / 0,298.15,0 / 0.38,aci
solvent_186 / solvent_50,1 / 0,298.15,0 / 0.9,aci
solvent_154 / solvent_5,1 / 0,298.15,0 / 1.44,aci
solvent_154 / solvent_136,1 / 0,298.15,0 / 0.8,aci
solvent_154 / solvent_60,1 / 0,298.15,0 / 1.71,aci
solvent_154 / solvent_50,1 / 0,298.15,0 / 1.25,aci
solvent_154 / solvent_19,1 / 0,298.15,0 / 1.58,aci
solvent_154 / solvent_18,1 / 0,298.15,0 / 0.15,aci
solvent_154 / solvent_872,1 / 0,298.15,0 / 1.03,aci
solvent_154 / solvent_93,1 / 0,298.15,0 / 0.89,aci
solvent_154 / solvent_13,1 / 0,298.15,0 / -0.27,aci
solvent_154 / solvent_66,1 / 0,298.15,0 / 0.4,aci
solvent_154 / solvent_32,1 / 0,298.15,0 / 0.41,aci
solvent_154 / solvent_723,1 / 0,298.15,0 / 0.26,aci
solvent_154 / solvent_99,1 / 0,298.15,0 / 0.52,aci
solvent_154 / solvent_51,1 / 0,298.15,0 / -0.08,aci
solvent_154 / solvent_57,1 / 0,298.15,0 / -0.76,aci
solvent_154 / solvent_4,1 / 0,298.15,0 / 0.36,aci
solvent_154 / solvent_544,1 / 0,298.15,0 / 0.24,aci
solvent_154 / solvent_15,1 / 0,298.15,0 / 0.76,aci
solvent_154 / solvent_256,1 / 0,298.15,0 / 0.22,aci
solvent_154 / solvent_553,1 / 0,298.15,0 / 0.44,aci
solvent_154 / solvent_7,1 / 0,298.15,0 / 0.19,aci
solvent_804 / solvent_19,1 / 0,298.15,0 / 0.77,aci
solvent_831 / solvent_5,1 / 0,298.15,0 / -0.48,aci
solvent_831 / solvent_136,1 / 0,298.15,0 / -0.73,aci
solvent_831 / solvent_251,1 / 0,298.15,0 / -0.46,aci
solvent_831 / solvent_60,1 / 0,298.15,0 / -0.44,aci
solvent_831 / solvent_50,1 / 0,298.15,0 / -0.65,aci
solvent_831 / solvent_190,1 / 0,298.15,0 / -0.4,aci
solvent_831 / solvent_132,1 / 0,298.15,0 / -0.45,aci
solvent_831 / solvent_234,1 / 0,298.15,0 / -0.6,aci
solvent_831 / solvent_135,1 / 0,298.15,0 / -0.45,aci
solvent_831 / solvent_815,1 / 0,298.15,0 / -0.46,aci
solvent_831 / solvent_19,1 / 0,298.15,0 / -0.38,aci
solvent_831 / solvent_887,1 / 0,298.15,0 / -0.36,aci
solvent_831 / solvent_866,1 / 0,298.15,0 / -0.34,aci
solvent_831 / solvent_128,1 / 0,298.15,0 / -0.33,aci
solvent_831 / solvent_892,1 / 0,298.15,0 / -0.43,aci
solvent_831 / solvent_2,1 / 0,298.15,0 / -0.63,aci
solvent_831 / solvent_44,1 / 0,298.15,0 / -0.34,aci
solvent_831 / solvent_49,1 / 0,298.15,0 / -0.33,aci
solvent_831 / solvent_126,1 / 0,298.15,0 / -0.58,aci
solvent_831 / solvent_123,1 / 0,298.15,0 / -0.29,aci
solvent_831 / solvent_18,1 / 0,298.15,0 / -0.35,aci
solvent_831 / solvent_3,1 / 0,298.15,0 / -0.34,aci
solvent_831 / solvent_24,1 / 0,298.15,0 / -0.27,aci
solvent_831 / solvent_25,1 / 0,298.15,0 / -0.29,aci
solvent_831 / solvent_191,1 / 0,298.15,0 / -0.27,aci
solvent_831 / solvent_41,1 / 0,298.15,0 / -0.25,aci
solvent_831 / solvent_124,1 / 0,298.15,0 / -0.48,aci
solvent_831 / solvent_799,1 / 0,298.15,0 / -0.48,aci
solvent_831 / solvent_102,1 / 0,298.15,0 / -0.45,aci
solvent_831 / solvent_176,1 / 0,298.15,0 / -0.65,aci
solvent_831 / solvent_309,1 / 0,298.15,0 / -0.4,aci
solvent_831 / solvent_46,1 / 0,298.15,0 / -0.34,aci
solvent_831 / solvent_13,1 / 0,298.15,0 / 3.66,aci
solvent_831 / solvent_1,1 / 0,298.15,0 / 3.26,aci
solvent_831 / solvent_22,1 / 0,298.15,0 / 3.04,aci
solvent_831 / solvent_38,1 / 0,298.15,0 / 2.83,aci
solvent_831 / solvent_27,1 / 0,298.15,0 / 3.03,aci
solvent_831 / solvent_63,1 / 0,298.15,0 / 2.88,aci
solvent_831 / solvent_11,1 / 0,298.15,0 / 0.83,aci
solvent_831 / solvent_66,1 / 0,298.15,0 / 0.67,aci
solvent_831 / solvent_9,1 / 0,298.15,0 / -0.26,aci
solvent_831 / solvent_8,1 / 0,298.15,0 / -0.27,aci
solvent_831 / solvent_32,1 / 0,298.15,0 / 1.28,aci
solvent_831 / solvent_12,1 / 0,298.15,0 / 0.94,aci
solvent_831 / solvent_4,1 / 0,298.15,0 / -0.33,aci
solvent_831 / solvent_15,1 / 0,298.15,0 / 2.84,aci
solvent_911 / solvent_60,1 / 0,298.15,0 / 5.68,aci
solvent_911 / solvent_18,1 / 0,298.15,0 / 2.15,aci
solvent_229 / solvent_60,1 / 0,298.15,0 / 4.22,aci
solvent_229 / solvent_18,1 / 0,298.15,0 / 0.88,aci
solvent_229 / solvent_50,1 / 0,298.15,0 / 3.51,aci
solvent_229 / solvent_234,1 / 0,298.15,0 / 3.54,aci
solvent_229 / solvent_19,1 / 0,298.15,0 / 4.37,aci
solvent_229 / solvent_2,1 / 0,298.15,0 / 3.86,aci
solvent_229 / solvent_49,1 / 0,298.15,0 / 4.36,aci
solvent_229 / solvent_3,1 / 0,298.15,0 / 1.34,aci
solvent_834 / solvent_60,1 / 0,298.15,0 / 5.68,aci
solvent_834 / solvent_18,1 / 0,298.15,0 / 2.15,aci
solvent_870 / solvent_60,1 / 0,298.15,0 / 4.61,aci
solvent_870 / solvent_18,1 / 0,298.15,0 / 0.79,aci
solvent_85 / solvent_60,1 / 0,298.15,0 / 0.22,aci
solvent_85 / solvent_815,1 / 0,298.15,0 / 0.18,aci
solvent_85 / solvent_44,1 / 0,298.15,0 / 0.36,aci
solvent_4 / solvent_5,1 / 0,298.15,0 / 0.26,aci
solvent_4 / solvent_136,1 / 0,298.15,0 / 0.05,aci
solvent_4 / solvent_60,1 / 0,298.15,0 / 0.27,aci
solvent_4 / solvent_50,1 / 0,298.15,0 / 0.07,aci
solvent_4 / solvent_190,1 / 0,298.15,0 / 0.31,aci
solvent_4 / solvent_19,1 / 0,298.15,0 / 0.29,aci
solvent_4 / solvent_128,1 / 0,298.15,0 / 0.34,aci
solvent_4 / solvent_818,1 / 0,298.15,0 / 0.13,aci
solvent_4 / solvent_44,1 / 0,298.15,0 / 0.25,aci
solvent_4 / solvent_227,1 / 0,298.15,0 / 0.15,aci
solvent_4 / solvent_844,1 / 0,298.15,0 / 0.28,aci
solvent_4 / solvent_900,1 / 0,298.15,0 / 0.32,aci
solvent_4 / solvent_126,1 / 0,298.15,0 / 0.19,aci
solvent_4 / solvent_123,1 / 0,298.15,0 / 0.26,aci
solvent_4 / solvent_822,1 / 0,298.15,0 / 0.24,aci
solvent_4 / solvent_886,1 / 0,298.15,0 / 0.17,aci
solvent_4 / solvent_18,1 / 0,298.15,0 / 0.06,aci
solvent_4 / solvent_3,1 / 0,298.15,0 / 0.02,aci
solvent_4 / solvent_93,1 / 0,298.15,0 / 0,aci
solvent_4 / solvent_1,1 / 0,298.15,0 / 3.33,aci
solvent_4 / solvent_22,1 / 0,298.15,0 / 3.16,aci
solvent_4 / solvent_27,1 / 0,298.15,0 / 2.8,aci
solvent_4 / solvent_23,1 / 0,298.15,0 / 2.67,aci
solvent_4 / solvent_63,1 / 0,298.15,0 / 2.87,aci
solvent_4 / solvent_62,1 / 0,298.15,0 / 2.75,aci
solvent_4 / solvent_112,1 / 0,298.15,0 / 0.22,aci
solvent_4 / solvent_32,1 / 0,298.15,0 / 1.14,aci
solvent_4 / solvent_12,1 / 0,298.15,0 / 0.78,aci
solvent_4 / solvent_472,1 / 0,298.15,0 / 1.06,aci
solvent_4 / solvent_77,1 / 0,298.15,0 / 0.53,aci
solvent_4 / solvent_723,1 / 0,298.15,0 / 0.23,aci
solvent_4 / solvent_87,1 / 0,298.15,0 / 0.45,aci
solvent_4 / solvent_57,1 / 0,298.15,0 / 0.15,aci
solvent_4 / solvent_544,1 / 0,298.15,0 / 0.22,aci
solvent_4 / solvent_111,1 / 0,298.15,0 / 1.94,aci
solvent_4 / solvent_366,1 / 0,298.15,0 / 1.61,aci
solvent_4 / solvent_553,1 / 0,298.15,0 / 0.29,aci
solvent_4 / solvent_7,1 / 0,298.15,0 / -0.37,aci
solvent_4 / solvent_20,1 / 0,298.15,0 / 0.19,aci
solvent_854 / solvent_5,1 / 0,298.15,0 / 1.39,aci
solvent_854 / solvent_60,1 / 0,298.15,0 / 1.56,aci
solvent_854 / solvent_19,1 / 0,298.15,0 / 1.76,aci
solvent_854 / solvent_44,1 / 0,298.15,0 / 1.94,aci
solvent_9 / solvent_5,1 / 0,298.15,0 / 0.66,aci
solvent_9 / solvent_60,1 / 0,298.15,0 / 0.74,aci
solvent_9 / solvent_50,1 / 0,298.15,0 / 0.59,aci
solvent_9 / solvent_190,1 / 0,298.15,0 / 0.73,aci
solvent_9 / solvent_19,1 / 0,298.15,0 / 0.83,aci
solvent_9 / solvent_128,1 / 0,298.15,0 / 0.74,aci
solvent_9 / solvent_44,1 / 0,298.15,0 / 0.75,aci
solvent_9 / solvent_844,1 / 0,298.15,0 / 0.78,aci
solvent_9 / solvent_900,1 / 0,298.15,0 / 0.79,aci
solvent_9 / solvent_126,1 / 0,298.15,0 / 0.73,aci
solvent_9 / solvent_123,1 / 0,298.15,0 / 0.84,aci
solvent_9 / solvent_3,1 / 0,298.15,0 / -0.2,aci
solvent_9 / solvent_124,1 / 0,298.15,0 / 0.2,aci
solvent_9 / solvent_112,1 / 0,298.15,0 / 0.12,aci
solvent_9 / solvent_56,1 / 0,298.15,0 / 0.12,aci
solvent_9 / solvent_115,1 / 0,298.15,0 / 0.17,aci
solvent_9 / solvent_7,1 / 0,298.15,0 / 0.36,aci
solvent_201 / solvent_60,1 / 0,298.15,0 / 2.71,aci
solvent_201 / solvent_18,1 / 0,298.15,0 / 0.79,aci
solvent_83 / solvent_60,1 / 0,298.15,0 / 0.64,aci
solvent_83 / solvent_50,1 / 0,298.15,0 / 0.31,aci
solvent_83 / solvent_19,1 / 0,298.15,0 / 0.63,aci
solvent_83 / solvent_18,1 / 0,298.15,0 / -0.04,aci
solvent_83 / solvent_102,1 / 0,298.15,0 / 0.4,aci
solvent_83 / solvent_176,1 / 0,298.15,0 / 0.11,aci
solvent_83 / solvent_838,1 / 0,298.15,0 / -0.02,aci
solvent_83 / solvent_820,1 / 0,298.15,0 / -0.09,aci
solvent_83 / solvent_309,1 / 0,298.15,0 / 0.42,aci
solvent_83 / solvent_824,1 / 0,298.15,0 / 0.19,aci
solvent_83 / solvent_141,1 / 0,298.15,0 / 0.22,aci
solvent_808 / solvent_19,1 / 0,298.15,0 / 1.2,aci
solvent_807 / solvent_19,1 / 0,298.15,0 / 1.3,aci
solvent_819 / solvent_19,1 / 0,298.15,0 / 1.2,aci
solvent_882 / solvent_60,1 / 0,298.15,0 / 4.5,aci
solvent_882 / solvent_50,1 / 0,298.15,0 / 4.02,aci
solvent_882 / solvent_234,1 / 0,298.15,0 / 4.03,aci
solvent_882 / solvent_19,1 / 0,298.15,0 / 4.91,aci
solvent_882 / solvent_2,1 / 0,298.15,0 / 4.4,aci
solvent_882 / solvent_49,1 / 0,298.15,0 / 4.84,aci
solvent_882 / solvent_18,1 / 0,298.15,0 / 2.17,aci
solvent_882 / solvent_3,1 / 0,298.15,0 / 2.73,aci
solvent_858 / solvent_136,1 / 0,298.15,0 / 3.37,aci
solvent_858 / solvent_60,1 / 0,298.15,0 / 4.65,aci
solvent_858 / solvent_50,1 / 0,298.15,0 / 3.8,aci
solvent_858 / solvent_190,1 / 0,298.15,0 / 4.63,aci
solvent_858 / solvent_132,1 / 0,298.15,0 / 4.51,aci
solvent_858 / solvent_234,1 / 0,298.15,0 / 3.89,aci
solvent_858 / solvent_135,1 / 0,298.15,0 / 4.45,aci
solvent_858 / solvent_19,1 / 0,298.15,0 / 5.05,aci
solvent_858 / solvent_49,1 / 0,298.15,0 / 5.25,aci
solvent_858 / solvent_18,1 / 0,298.15,0 / 1.22,aci
solvent_858 / solvent_102,1 / 0,298.15,0 / 3.78,aci
solvent_858 / solvent_176,1 / 0,298.15,0 / 2.88,aci
solvent_858 / solvent_66,1 / 0,298.15,0 / 1.28,aci
solvent_858 / solvent_8,1 / 0,298.15,0 / 2.17,aci
solvent_858 / solvent_32,1 / 0,298.15,0 / 0.39,aci
solvent_3 / solvent_5,1 / 0,298.15,0 / 0.51,aci
solvent_3 / solvent_60,1 / 0,298.15,0 / 0.57,aci
solvent_3 / solvent_50,1 / 0,298.15,0 / 0.44,aci
solvent_3 / solvent_190,1 / 0,298.15,0 / 0.58,aci
solvent_3 / solvent_234,1 / 0,298.15,0 / 0.43,aci
solvent_3 / solvent_19,1 / 0,298.15,0 / 0.52,aci
solvent_3 / solvent_128,1 / 0,298.15,0 / 0.63,aci
solvent_3 / solvent_2,1 / 0,298.15,0 / 0.35,aci
solvent_3 / solvent_44,1 / 0,298.15,0 / 0.55,aci
solvent_3 / solvent_227,1 / 0,298.15,0 / 0.44,aci
solvent_3 / solvent_844,1 / 0,298.15,0 / 0.59,aci
solvent_3 / solvent_900,1 / 0,298.15,0 / 0.65,aci
solvent_3 / solvent_126,1 / 0,298.15,0 / 0.5,aci
solvent_3 / solvent_123,1 / 0,298.15,0 / 0.58,aci
solvent_3 / solvent_822,1 / 0,298.15,0 / 0.59,aci
solvent_3 / solvent_18,1 / 0,298.15,0 / -0.01,aci
solvent_3 / solvent_124,1 / 0,298.15,0 / 0.36,aci
solvent_3 / solvent_394,1 / 0,298.15,0 / 0.31,aci
solvent_3 / solvent_93,1 / 0,298.15,0 / 0.17,aci
solvent_3 / solvent_102,1 / 0,298.15,0 / 0.29,aci
solvent_3 / solvent_13,1 / 0,298.15,0 / 3.03,aci
solvent_3 / solvent_1,1 / 0,298.15,0 / 2.77,aci
solvent_3 / solvent_66,1 / 0,298.15,0 / 0.24,aci
solvent_3 / solvent_112,1 / 0,298.15,0 / 0.14,aci
solvent_3 / solvent_8,1 / 0,298.15,0 / 0.01,aci
solvent_3 / solvent_32,1 / 0,298.15,0 / 0.7,aci
solvent_3 / solvent_12,1 / 0,298.15,0 / 0.31,aci
solvent_3 / solvent_117,1 / 0,298.15,0 / 2.99,aci
solvent_3 / solvent_723,1 / 0,298.15,0 / 0.05,aci
solvent_3 / solvent_99,1 / 0,298.15,0 / 0.17,aci
solvent_3 / solvent_87,1 / 0,298.15,0 / -0.14,aci
solvent_3 / solvent_57,1 / 0,298.15,0 / -0.4,aci
solvent_3 / solvent_4,1 / 0,298.15,0 / 0.02,aci
solvent_3 / solvent_544,1 / 0,298.15,0 / -0.02,aci
solvent_3 / solvent_111,1 / 0,298.15,0 / 0.96,aci
solvent_3 / solvent_553,1 / 0,298.15,0 / 0.06,aci
solvent_3 / solvent_7,1 / 0,298.15,0 / 0.19,aci
solvent_3 / solvent_20,1 / 0,298.15,0 / 0.23,aci
solvent_759 / solvent_60,1 / 0,298.15,0 / 0.63,aci
solvent_759 / solvent_50,1 / 0,298.15,0 / 0.35,aci
solvent_759 / solvent_19,1 / 0,298.15,0 / 0.66,aci
solvent_759 / solvent_44,1 / 0,298.15,0 / 0.96,aci
solvent_759 / solvent_18,1 / 0,298.15,0 / -0.45,aci
solvent_797 / solvent_13,1 / 0,298.15,0 / 0.65,aci
solvent_797 / solvent_1,1 / 0,298.15,0 / 0.68,aci
solvent_797 / solvent_22,1 / 0,298.15,0 / 0.65,aci
solvent_797 / solvent_27,1 / 0,298.15,0 / 0.78,aci
solvent_797 / solvent_11,1 / 0,298.15,0 / -0.09,aci
solvent_797 / solvent_66,1 / 0,298.15,0 / -0.05,aci
solvent_797 / solvent_96,1 / 0,298.15,0 / 0.03,aci
solvent_797 / solvent_6,1 / 0,298.15,0 / 0.16,aci
solvent_7 / solvent_5,1 / 0,298.15,0 / 0,aci
solvent_7 / solvent_60,1 / 0,298.15,0 / 0.03,aci
solvent_7 / solvent_50,1 / 0,298.15,0 / 0.12,aci
solvent_7 / solvent_190,1 / 0,298.15,0 / 0.04,aci
solvent_7 / solvent_19,1 / 0,298.15,0 / 0.08,aci
solvent_7 / solvent_128,1 / 0,298.15,0 / 0.04,aci
solvent_7 / solvent_44,1 / 0,298.15,0 / 0.04,aci
solvent_7 / solvent_844,1 / 0,298.15,0 / 0.09,aci
solvent_7 / solvent_900,1 / 0,298.15,0 / 0.13,aci
solvent_7 / solvent_126,1 / 0,298.15,0 / 0.09,aci
solvent_7 / solvent_123,1 / 0,298.15,0 / 0.13,aci
solvent_7 / solvent_3,1 / 0,298.15,0 / 0.19,aci
solvent_7 / solvent_1,1 / 0,298.15,0 / 0.67,aci
solvent_7 / solvent_112,1 / 0,298.15,0 / 0.92,aci
solvent_7 / solvent_12,1 / 0,298.15,0 / 1.07,aci
solvent_216 / solvent_60,1 / 0,298.15,0 / 4.14,aci
solvent_216 / solvent_50,1 / 0,298.15,0 / 3.43,aci
solvent_216 / solvent_19,1 / 0,298.15,0 / 4.59,aci
solvent_216 / solvent_2,1 / 0,298.15,0 / 3.85,aci
solvent_216 / solvent_44,1 / 0,298.15,0 / 4.96,aci
solvent_216 / solvent_49,1 / 0,298.15,0 / 4.76,aci
solvent_216 / solvent_126,1 / 0,298.15,0 / 4.21,aci
solvent_216 / solvent_123,1 / 0,298.15,0 / 5.34,aci
solvent_216 / solvent_18,1 / 0,298.15,0 / 1.48,aci
solvent_216 / solvent_3,1 / 0,298.15,0 / 1.79,aci
solvent_216 / solvent_24,1 / 0,298.15,0 / 2.29,aci
solvent_216 / solvent_25,1 / 0,298.15,0 / 2.29,aci
solvent_216 / solvent_191,1 / 0,298.15,0 / 2.16,aci
solvent_216 / solvent_41,1 / 0,298.15,0 / 2.23,aci
solvent_216 / solvent_233,1 / 0,298.15,0 / 2.67,aci
solvent_216 / solvent_146,1 / 0,298.15,0 / 2.62,aci
solvent_216 / solvent_875,1 / 0,298.15,0 / 3.43,aci
solvent_216 / solvent_176,1 / 0,298.15,0 / 2.75,aci
solvent_216 / solvent_309,1 / 0,298.15,0 / 3.9,aci
solvent_216 / solvent_46,1 / 0,298.15,0 / 4.31,aci
solvent_216 / solvent_904,1 / 0,298.15,0 / 4.17,aci
solvent_806 / solvent_5,1 / 0,298.15,0 / 3.17,aci
solvent_806 / solvent_60,1 / 0,298.15,0 / 3.75,aci
solvent_806 / solvent_50,1 / 0,298.15,0 / 3.67,aci
solvent_806 / solvent_190,1 / 0,298.15,0 / 3.56,aci
solvent_806 / solvent_19,1 / 0,298.15,0 / 4.23,aci
solvent_806 / solvent_128,1 / 0,298.15,0 / 3.85,aci
solvent_806 / solvent_44,1 / 0,298.15,0 / 4.73,aci
solvent_806 / solvent_844,1 / 0,298.15,0 / 4.2,aci
solvent_806 / solvent_900,1 / 0,298.15,0 / 4.33,aci
solvent_806 / solvent_126,1 / 0,298.15,0 / 4.47,aci
solvent_806 / solvent_123,1 / 0,298.15,0 / 5.2,aci
solvent_828 / solvent_136,1 / 0,298.15,0 / 2.53,aci
solvent_828 / solvent_60,1 / 0,298.15,0 / 3.52,aci
solvent_828 / solvent_50,1 / 0,298.15,0 / 2.94,aci
solvent_828 / solvent_234,1 / 0,298.15,0 / 2.98,aci
solvent_828 / solvent_19,1 / 0,298.15,0 / 3.86,aci
solvent_828 / solvent_2,1 / 0,298.15,0 / 3.3,aci
solvent_828 / solvent_49,1 / 0,298.15,0 / 3.97,aci
solvent_828 / solvent_18,1 / 0,298.15,0 / 0.83,aci
solvent_828 / solvent_3,1 / 0,298.15,0 / 1.16,aci
